the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,latitude,longitude,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
0101000020E6100000A1419AE2BC7A52C03022F774C5664440,0101000020110F000041499C5EA2635FC16227B13A84025341,SOUTH BRONX CHARTER SCHOOL,164,BRUCKNER BOULEVARD,164 BRUCKNER BOULEVARD,BRONX,10454,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BRONX,2003585,2025460027,40.8029091827,-73.9177800614,1007012.81774,231809.164977,201,BX39,BX0101,8,001900,001902,2,07,40,nysed_activeinstitutions,333689add96d90146755892ac9904d6e
0101000020E6100000017700D5037C52C05043598060674440,0101000020110F0000329AC3B8CD655FC1D8116F3132035341,STOREFRONT ACADEMY HARLEM CS,70,EAST 129 STREET,70 EAST 129 STREET,NEW YORK,10035,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1054214,1017530139,40.8076407652,-73.9377353207,1001486.92464,233528.490701,111,MN03,MN1102,9,020600,020600,1,05,25,nysed_activeinstitutions,02b71f6cd7974a8f7f4256e85bcb9b18
0101000020E6100000FE5C7DC1A17952C0F18F0C049A6E4440,0101000020110F000023892572C1615FC1CD324E5A4E0B5341,GED - P2G - MONROE COLLEGE - AHSEP,2501,JEROME AVENUE,2501 JEROME AVENUE,BRONX,10468,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS,GED AND ALTERNATIVE HIGH SCHOOL EQUIVALENCY,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BRONX,2014382,2032010056,40.8640834793,-73.9004992161,1011771.74897,254102.171742,207,BX30,BX0701,14,026500,026500,2,10,52,nysed_activeinstitutions,3352674db0a6c8db8934296bb0b05276
0101000020E61000004FD38A2B2D7952C09A548236455D4440,0101000020110F0000D734CD69FB605FC169649DCFDCF75241,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,70-02,54 AVENUE,70-02 54 AVENUE,MASPETH,11378,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,1544,seats,QUEENS,4058611,4025030031,40.7286829739,-73.8933833766,1013800.01928,204773.402022,405,QN30,QN0501,30,049302,049302,4,24,104,doe_lcgms,3356d78b620fdf87454c01c92d7ba5db
0101000020E610000013A9955D478252C00BB5BDD87F514440,0101000020110F0000453F1B7C71705FC1AFAE3BF6ADEA5241,RYKEN EDUCATIONAL CENTER,7100,SHORE ROAD,7100 SHORE ROAD,BROOKLYN,11209,HIGH SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Ryken Educational Center (The),Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3146153,3058830001,40.6367223096,-74.0356072622,974367.418007,171253.491967,310,BK31,BK1001,43,003400,003400,3,20,68,nysed_activeinstitutions,33702a1b4c040e5a1c1594fc5ee388eb
0101000020E610000057222BA18B7E52C072B181B9F2514440,0101000020110F0000C6572E121A6A5FC12E8807892EEB5241,P.S. 179 KENSINGTON,202,AVENUE C,202 AVENUE C,BROOKLYN,11218,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,681,seats,BROOKLYN,3126001,3053710001,40.6402281111,-73.9772737472,990557.203861,172529.559958,312,BK41,BK1203,39,048800,048800,3,20,66,doe_lcgms,33792ff155ba619a008f9f1a57e371a2
0101000020E6100000DBE395C4207B52C00F70125746554440,0101000020110F000031B2CC074C645FC1DC947DE3E7EE5241,BROWNSVILLE ACADEMY HIGH SCHOOL,1150,EAST NEW YORK AVENUE,1150 EAST NEW YORK AVENUE,BROOKLYN,11212,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,422,seats,BROOKLYN,3080779,3035080012,40.6662173598,-73.9238764139,1005368.30419,182006.520486,316,BK81,BK1602,41,090000,090000,3,17,73,doe_lcgms,0311af5f2815f3469ac2b0bbf47868bf
0101000020E6100000099F38CD077D52C0ED34218B715C4440,0101000020110F00009ADC674E87675FC1612BFA98EFF65241,A-TECH HIGH SCHOOL,50,BEDFORD AVENUE,50 BEDFORD AVENUE,BROOKLYN,11222,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,1293,seats,BROOKLYN,3066698,3026700001,40.7222233318,-73.9536026068,997110.818468,202405.37733,301,BK73,BK0102,33,051700,051700,3,14,94,doe_lcgms,033ef5f35ba7e330fd73e11decbcc38b
0101000020E61000001BC5F614297B52C028547CF2FF554440,0101000020110F0000058610275A645FC1D9FEEEB7B7EF5241,EXCELLENCE GIRLS MIDDLE ACADEMY,,,1600 PARK PL-4TH FL,BROOKLYN,11233,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3036635,3013750012,40.67188164,-73.92438386,1005225.74646,184070.05564,308,BK61,BK0802,41,035900,035900,3,17,77,nysed_activeinstitutions,035dc763a9e8c6219f47b33a56ad1b26
0101000020E6100000A7B2B36B2B7952C0F67634D2F9544440,0101000020110F000000861971F8605FC1CB6A8F3692EE5241,ACHIEVEMENT FIRST EAST NY CS,557,PENNSYLVANIA AVENUE,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3085070,3038230001,40.6638821864,-73.8932765989,1013858.37757,181164.611507,305,BK85,BK0503,42,112600,112600,3,19,75,nysed_activeinstitutions,036920c013f7f499e5be6ec1c00d4dcd
0101000020E6100000DE0A5337567252C06F9759388C604440,0101000020110F0000EE2CE43D5D555FC107EB864B89FB5241,ST KEVIN CATHOLIC ACADEMY,45-50,195 STREET,45-50 195 STREET,FLUSHING,11358,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Saint Kevin Catholic Academy,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4438234,4055360041,40.754287451,-73.7865135953,1043397.42532,214156.018845,411,QN48,QN1101,19,145101,145101,4,25,111,nysed_activeinstitutions,33d7ec1db198196831915638339a3998
0101000020E6100000B7D70551597752C0E25FED825E5A4440,0101000020110F00000F9E85B7E05D5FC13E5F26959CF45241,SACRED HEART CATHOLIC-GLENDALE,84-05,78 AVENUE,84-05 78 AVENUE,RIDGEWOOD,11385,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Sacred Heart Catholic Academy Of Glendale,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4443218,4038400024,40.7060175204,-73.8648278494,1021727.24789,196526.61719,405,QN19,QN0503,30,063500,063500,4,24,104,nysed_activeinstitutions,03ac864ef94610c29fbaeeea0077d226
0101000020E6100000F7BA65E8197C52C038DA2A2115654440,0101000020110F000020673A38F3655FC184AB65369F005341,P.S. 146 ANN M. SHORT,421,EAST 106 STREET,421 EAST 106 STREET,NEW YORK,10029,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,452,seats,MANHATTAN,1052999,1017000001,40.7897155974,-73.9390827179,1001118.46222,226997.465936,111,MN33,MN1101,8,016200,016200,1,04,23,doe_lcgms,3414b2f18d52b980e387677cf2bbec90
0101000020E6100000F5F22A0A4D7C52C04D204AFDBC564440,0101000020110F00000E3585124A665FC1E6D8B3698BF05241,WILLIAMSBURG COLLEGIATE CS-ANNEX,1485,PACIFIC STREET,1485 PACIFIC STREET,BROOKLYN,11216,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3397030,3012030044,40.6776507515,-73.9422035574,1000281.21668,186168.143198,308,BK61,BK0802,36,031300,031300,3,17,77,nysed_activeinstitutions,34171c19e3d041f3b079ce6b1140ce8f
0101000020E6100000A3DBA3B54A7D52C00AA63FFBDF624440,0101000020110F0000ECB1BFF4F8675FC100D0345525FE5241,BIRCH WATHEN LENOX SCHOOL,210,EAST 77 STREET,210 EAST 77 STREET,NEW YORK,10075,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Birch Wathen Lenox School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1044089,1014310041,40.7724686409,-73.9576863446,995970.011228,220710.780411,108,MN31,MN0801,4,013400,013400,1,02,19,nysed_activeinstitutions,34234d10bcb3cdb2cbd0f5b65b13ca05
0101000020E610000066B70A9D127F52C05CA3687191584440,0101000020110F00000A2BCF5AFF6A5FC13A14161498F25241,BROOKLYN PROSPECTCS-CSD 13,80,WILLOUGHBY STREET,80 WILLOUGHBY STREET,BROOKLYN,11201,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3000412,3001527502,40.6919468215,-73.9855125154,988267.58695,191371.660246,302,BK38,BK0202,33,001100,001100,3,13,84,nysed_activeinstitutions,34630dadaf770d9ddb51600907104e9b
0101000020E610000011BDE216647F52C0615B2FF4765C4440,0101000020110F0000F6B5F4BF896B5FC17C0C1BA9F5F65241,FORSYTH SATELLITE ACADEMY,198,FORSYTH STREET,198 FORSYTH STREET,NEW YORK,10002,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,312,seats,MANHATTAN,1005626,1004220072,40.722388442,-73.9904854159,986887.32579,202462.269327,103,MN27,MN0302,1,003601,003601,1,01,5,doe_lcgms,3468e4fc842c7f8b62a7e282a530cc72
0101000020E6100000116F1C71547152C0D881336CAA604440,0101000020110F0000629DDF62A7535FC1A8AA4328ABFB5241,P.S. 376,210-21,48 AVENUE,210-21 48 AVENUE,OAKLAND GARDENS,11364,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,447,seats,QUEENS,4596229,4073270028,40.7552091602,-73.7707802975,1047755.52209,214502.841169,411,QN46,QN1102,19,144700,144700,4,26,111,doe_lcgms,349713a74c193cc1f45fd05992dace0f
0101000020E61000003D9EEEFCBC7952C07999E9645D6A4440,0101000020110F000067D3D7B3EF615FC18A549A9A8C065341,P.S. 063 AUTHOR'S ACADEMY,1260,FRANKLIN AVENUE,1260 FRANKLIN AVENUE,BRONX,10456,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,613,seats,BRONX,2004302,2026150014,40.8309834478,-73.9021613362,1011325.47908,242042.067243,203,BX35,BX0301,16,014900,014900,2,09,42,doe_lcgms,349893393de235394c8e7e210573cc1b
0101000020E6100000BDB3D123068852C0C5A00EFE08514440,0101000020110F0000635E37BE337A5FC18FFAFBF128EA5241,NEW WORLD PREP CS EAST CAMPUS,285,CLOVE ROAD,285 CLOVE ROAD,STATEN ISLAND,10310,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,STATEN ISLAND,5089719,5002130001,40.6330951633,-74.1253762332,949450.698226,169954.920098,501,SI22,SI0106,49,013302,013302,5,31,120,nysed_activeinstitutions,04539db0e841bc8886591455b67521fb
0101000020E61000003D6AF372FB7952C0B5F253993F6B4440,0101000020110F000012BB7FCC59625FC1E461E3858A075341,AIM HIGH - S BRONX HEADSTART SITE 3,,,1458 WEBSTER AVE,BRONX,10456,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Aim High Children'S Services,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BRONX,2092076,2028950001,40.8378866704,-73.9059736552,1010267.77395,244556.009975,203,BX01,BX0302,16,014702,014702,2,09,42,nysed_activeinstitutions,046f98283a8da0054ccc805b63cf8331
0101000020E61000002FD72DE2657C52C0D2BEB231C0594440,0101000020110F0000D8B7A34574665FC19B6CD037EBF35241,GED-P2G-OPP FOR BTR TOMORROW2-AHSEP,25,THORNTON STREET,25 THORNTON STREET,BROOKLYN,11206,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS,GED AND ALTERNATIVE HIGH SCHOOL EQUIVALENCY,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3061498,3022750021,40.7011860563,-73.9437199036,999855.113017,194742.467583,301,BK75,BK0103,33,050700,050700,3,14,90,nysed_activeinstitutions,047d057c92fd8e0febe7930cac6d2587
0101000020E6100000AF1E9192697952C030AFC742636F4440,0101000020110F00000F0C4E0362615FC184369D5D300C5341,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2780,RESERVOIR AVENUE,2780 RESERVOIR AVENUE,BRONX,10468,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,477,seats,BRONX,2015241,2032470070,40.8702249921,-73.8970700586,1012717.61848,256340.859365,207,BX28,BX0702,11,040900,040900,2,10,52,doe_lcgms,048030acbd84accf3e2380073c6e72d9
0101000020E610000022FCD39FB77952C039A06FF23F6F4440,0101000020110F00004ED97C97E6615FC157E541B4080C5341,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,124,EAMES PLACE,124 EAMES PLACE,BRONX,10468,ELEMENTARY SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Girls Preparatory Charter School of the Bronx II,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,seats,BRONX,2115783,2032480062,40.8691472988,-73.9018339644,1011400.49245,255946.701269,208,BX28,BX0801,14,026701,026701,2,10,50,doe_lcgms,049b3b40ae97364112477032e2c93fed
0101000020E6100000A7C4AD2EEA7B52C0FAC1692A706A4440,0101000020110F0000AC213427A2655FC1AE329CACA1065341,P.S. 046 ARTHUR TAPPAN,2987,FREDERICK DOUGLASS BOULEVARD,2987 FREDERICK DOUGLASS BOULEVARD,NEW YORK,10039,K-8 SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,635,seats,MANHATTAN,1082090,1021060050,40.8315563069,-73.9361697887,1001913.96648,242242.096062,110,MN03,MN1002,9,024302,024302,1,05,32,doe_lcgms,34d779642b5f3fd624f08d4e619805ff
0101000020E61000005B907E4A9F7B52C0CC56CAF2E6564440,0101000020110F0000CAB551F122655FC11ED5F366BAF05241,GED-P2G-BOYS/GIRLS HS/DAY - AHSEP,1700,FULTON STREET,1700 FULTON STREET,BROOKLYN,11213,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS,GED AND ALTERNATIVE HIGH SCHOOL EQUIVALENCY,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3047996,3017010001,40.6789312378,-73.9315987726,1003222.3409,186636.779865,303,BK61,BK0302,36,027100,027100,3,16,81,nysed_activeinstitutions,04b3a5583096a9b6a98c37c158475b9d
0101000020E6100000A65C1AAAAB7A52C0B9B10D5853574440,0101000020110F0000FE8F541E85635FC1044004CC33F15241,P.S./I.S. 137 RACHEL JEAN MITCHELL,121,SARATOGA AVENUE,121 SARATOGA AVENUE,BROOKLYN,11233,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,391,seats,BROOKLYN,3040878,3015100001,40.6822392089,-73.9167289854,1007345.60359,187845.539296,316,BK79,BK1601,41,037300,037300,3,23,73,doe_lcgms,34de8a2de393ffbb568747b73e2f4040
0101000020E61000008672923BBF7A52C005295B63ED694440,0101000020110F00008BEB6A5BA6635FC1707080E20E065341,P.S. 035 FRANZ SIEGEL,261,EAST 163 STREET,261 EAST 163 STREET,BRONX,10451,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,377,seats,BRONX,2101573,2024460043,40.8275652915,-73.9179233449,1006964.73234,240792.228534,204,BX14,BX0401,16,018302,018302,2,09,44,doe_lcgms,350818d8cb373ce8b5d2acece871d12b
0101000020E6100000D63A6106C87D52C0AAC61AE42F4D4440,0101000020110F00005E0D1DD1CD685FC1974D60BDDAE55241,B'NOT RACHEL HIGH SCHOOL FOR GIRLS,1950,EAST 7 STREET,1950 EAST 7 STREET,BROOKLYN,11223,HIGH SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,B'Not Rachel High School For Girls,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3178702,3066820043,40.6030322552,-73.9653349805,993875.925471,158979.213332,315,BK25,BK1501,47,041800,041800,3,21,61,nysed_activeinstitutions,05318f6deabb9ed9a43f0238078d163a
0101000020E6100000571AB34A087C52C0F67E280021674440,0101000020110F0000777C0D4CD5655FC163CE30F1EA025341,ASSOCIATION  BENEFIT CHLDRN-GRAHAM,1841,PARK AVENUE,1841 PARK AVENUE,NEW YORK,10035,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Association To Benefit Children,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1054495,1017750001,40.8057028765,-73.9380075226,1001412.06984,232822.396057,111,MN34,MN1102,9,024200,024200,1,05,25,nysed_activeinstitutions,35409aa0fd632d3f089aa10fd7f65f2a
0101000020E6100000558A6D0C417B52C0967E04BC7A574440,0101000020110F00005F78C4DC82645FC196E4ABE95FF15241,EXCELLENCE BOYS CHARTER MIDDLE,225,PATCHEN AVENUE,225 PATCHEN AVENUE,BROOKLYN,11233,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3046965,3016730001,40.6834413107,-73.925846669,1004816.40149,188281.22731,303,BK35,BK0302,41,038300,038300,3,16,81,nysed_activeinstitutions,355e61512eecbaa1c5686a62eba049af
0101000020E6100000A578214D288952C0134F411049494440,0101000020110F0000F9B47F9C207C5FC148FDB2AE7DE15241,"COMMUNITY RESOURCES STATEN ISLAND, I",3651,RICHMOND ROAD,3651 RICHMOND ROAD,STATEN ISLAND,10306,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,"Community Resources Staten Island, Inc.",Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,STATEN ISLAND,5037335,5022900025,40.5725504454,-74.1430862791,944499.088921,147904.483115,502,SI24,SI0203,50,027900,027900,5,31,122,nysed_activeinstitutions,3572683de65b47bdfc9aa18790b9e415
0101000020E610000088C67002687D52C003E33C2035594440,0101000020110F000094F99CB92A685FC1A406D46D4FF35241,BNOS SPINKA BOYS SCHOOL,799,KENT AVENUE,799 KENT AVENUE,BROOKLYN,11205,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Bnos Spinka Boys School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3054201,3018840010,40.6969420297,-73.9594746711,995487.411781,193193.829038,303,BK75,BK0301,33,123700,123700,3,14,79,nysed_activeinstitutions,057d4fca2eff560ebeafec4ad0ec64b8
0101000020E6100000BE813123887D52C076DD003BA4554440,0101000020110F000079FD2E4C61685FC10C04AF0451EF5241,CLARA BARTON HIGH SCHOOL,901,CLASSON AVENUE,901 CLASSON AVENUE,BROOKLYN,11225,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,1788,seats,BROOKLYN,3029702,3011880001,40.6690826662,-73.9614356039,994948.126294,183043.6115,309,BK63,BK0901,35,021300,021300,3,17,71,doe_lcgms,06343fc1790dd88e299e9b6fde37e784
0101000020E6100000984E4B37727652C0EDF084D6CF6C4440,0101000020110F0000C2595F2B585C5FC14BF616DD4B095341,STRADFORD PREPARATORY CHARTER SCHOOL FOR BOYS,1734,WILLIAMSBRIDGE ROAD,1734 WILLIAMSBRIDGE ROAD,BRONX,10461,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Stradford Preparatory Charter School for Boys,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,seats,BRONX,2097359,2041140001,40.8501009997,-73.8507225977,1025548.548,249027.375082,211,BX37,BX1102,13,028600,028600,2,11,49,doe_lcgms,0645204c8725eacf34b8a2b853495f4a
0101000020E6100000B69D9993437D52C07CAAC00762574440,0101000020110F00001F3E09D7EC675FC14F58B63E44F15241,BROOKLYN WALDORF SCHOOL,11,JEFFERSON AVENUE,11 JEFFERSON AVENUE,BROOKLYN,11238,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Brooklyn Waldorf School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3057308,3019950006,40.6826873993,-73.957250977,996106.562187,188000.74367,303,BK69,BK0301,35,022700,022700,3,13,79,nysed_activeinstitutions,06b41531373cda42b7c300ca4e5f6ef4
0101000020E610000073012961F88D52C0E44F33444D454440,0101000020110F000054FF916B4D845FC1CB70C2B209DD5241,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,644,BLOOMINGDALE ROAD,644 BLOOMINGDALE ROAD,STATEN ISLAND,10309,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,431,seats,STATEN ISLAND,5158758,5070920039,40.5414286994,-74.2182863902,923579.468559,136609.205963,503,SI11,SI0304,51,022600,022601,5,31,123,doe_lcgms,35b38217a2e823c750908fea9614c5e4
0101000020E6100000F386E146CD7C52C0327B79017B644440,0101000020110F000065A964E523675FC1C46C0C54F2FF5241,P.S. 198 ISADOR E. IDA STRAUS,1700,3 AVENUE,1700 3 AVENUE,NEW YORK,10128,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,428,seats,MANHATTAN,1048492,1015240023,40.7850121102,-73.9500305406,998087.904129,225281.906015,108,MN40,MN0802,5,015801,015801,1,02,19,doe_lcgms,06bad4a7996f480690f4c121e72a6e30
0101000020E610000008235F53DB7E52C0DD786A5A21514440,0101000020110F0000E2476071A16A5FC165FB4C3544EA5241,YESHIVA BETH HILLEL OF KRASNA,4315,16 AVENUE,4315 16 AVENUE,BROOKLYN,11204,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Yeshiva Beth Hillel Of Krasna,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3421702,3053790004,40.6338385995,-73.9821380126,989207.701785,170201.375575,312,BK88,BK1202,44,047800,047800,3,20,66,nysed_activeinstitutions,35b47ee260b9f2370cf0cf7952dbfba7
0101000020E6100000921A23EECC7A52C07D5196F1016D4440,0101000020110F0000EBD8AB9FBD635FC1EBD4481F84095341,P.S. 109 SEDGWICK,1771,POPHAM AVENUE,1771 POPHAM AVENUE,BRONX,10453,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,473,seats,BRONX,2094549,2028770393,40.8516301037,-73.9187593774,1006725.22877,249559.718871,205,BX36,BX0501,14,020502,020502,2,09,46,doe_lcgms,35e779acb5a42b4932da31c59ad6475d
